1,2022-11-01,2022-07-17,2023-10-17,QR-0001.png,TS-0001.pdf,0
2,2022-11-01,2022-11-01,2023-07-24,QR-0002.png,TS-0002.pdf,0
3,2022-11-01,2023-08-06,2023-10-18,QR-0003.png,TS-0003.pdf,0
4,2022-11-01,2022-11-01,2023-04-17,QR-0004.png,TS-0004.pdf,0
5,2022-11-01,2023-07-04,2023-10-04,QR-0005.png,TS-0005.pdf,0
6,2022-11-01,2022-11-01,2023-07-24,QR-0006.png,TS-0006.pdf,0
7,2022-11-01,2022-11-01,2023-08-20,QR-0007.png,TS-0007.pdf,0
8,2022-11-01,2023-07-26,2023-10-24,QR-0008.png,TS-0008.pdf,0
9,2022-11-01,2023-08-14,2023-11-03,QR-0009.png,TS-0009.pdf,0
10,2022-11-01,2022-11-01,2023-07-24,QR-0010.png,TS-0010.pdf,0
11,2022-11-01,2022-11-01,2023-07-24,QR-0011.png,TS-0011.pdf,0
12,2022-11-01,2023-02-15,2023-08-20,QR-0012.png,TS-0012.pdf,0
13,2022-11-01,2023-07-24,2023-10-24,QR-0013.png,TS-0013.pdf,0
14,2022-11-01,2023-03-20,2023-09-25,QR-0014.png,TS-0014.pdf,0
15,2022-11-01,2022-11-01,2023-07-24,QR-0015.png,TS-0015.pdf,0
16,2022-11-01,2022-11-01,2023-02-20,QR-0016.png,TS-0016.pdf,0
17,2022-11-01,2022-11-01,2023-06-09,QR-0017.png,TS-0017.pdf,0
18,2022-11-01,2022-03-03,2023-09-02,QR-0018.png,TS-0018.pdf,0
19,2022-11-01,2022-11-01,2023-04-10,QR-0019.png,TS-0019.pdf,0
20,2022-11-01,2022-11-01,2023-05-23,QR-0020.png,TS-0020.pdf,0
21,2022-11-01,2022-11-01,2023-10-23,QR-0021.png,TS-0021.pdf,0
22,2022-11-01,2022-11-01,2023-05-12,QR-0022.png,TS-0022.pdf,0
23,2022-11-01,2023-04-04,2023-10-03,QR-0023.png,TS-0023.pdf,0
24,2022-11-01,2023-07-12,2023-10-09,QR-0024.png,TS-0024.pdf,0
25,2022-11-01,2022-11-01,2023-09-04,QR-0025.png,TS-0025.pdf,0
26,2022-11-01,2022-11-01,2023-03-29,QR-0026.png,TS-0026.pdf,0
27,2022-11-01,2022-11-01,2023-06-07,QR-0027.png,TS-0027.pdf,0
28,2022-11-01,2022-11-01,2023-07-24,QR-0028.png,TS-0028.pdf,0
29,2022-11-01,2022-11-01,2023-06-09,QR-0029.png,TS-0029.pdf,0
30,2022-11-01,2022-07-25,2023-10-13,QR-0030.png,TS-0030.pdf,0
31,2022-11-01,2022-11-01,2023-07-25,QR-0031.png,TS-0031.pdf,0
32,2022-11-01,2022-11-01,2023-07-25,QR-0032.png,TS-0032.pdf,0
33,2022-11-01,2022-11-01,2023-07-25,QR-0033.png,TS-0033.pdf,0
34,2022-11-01,2023-07-26,2023-08-23,QR-0034.png,TS-0034.pdf,0
35,2022-11-01,2022-11-01,2023-07-25,QR-0035.png,TS-0035.pdf,0
36,2022-11-01,2023-07-12,2023-09-10,QR-0036.png,TS-0036.pdf,0
37,2022-11-01,2023-07-26,2023-10-11,QR-0037.png,TS-0037.pdf,0
38,2022-11-01,2023-05-03,2023-08-01,QR-0038.png,TS-0038.pdf,0
39,2022-11-01,2022-11-01,2023-05-23,QR-0039.png,TS-0039.pdf,0
40,2022-11-01,2023-07-14,2023-10-12,QR-0040.png,TS-0040.pdf,0
41,2022-11-01,2022-07-25,2023-10-21,QR-0041.png,TS-0041.pdf,0
42,2022-11-01,2023-07-15,2023-10-04,QR-0042.png,TS-0042.pdf,0
43,2022-11-01,2023-04-05,2023-07-05,QR-0043.png,TS-0043.pdf,0
44,2022-11-01,2022-11-01,2023-07-25,QR-0044.png,TS-0044.pdf,0
45,2022-11-01,2022-07-22,2023-10-21,QR-0045.png,TS-0045.pdf,0
46,2022-11-01,2022-11-01,2023-01-24,QR-0046.png,TS-0046.pdf,0
47,2022-11-01,2022-11-01,2023-01-11,QR-0047.png,TS-0047.pdf,0
48,2022-11-01,2022-11-01,2023-05-20,QR-0048.png,TS-0048.pdf,0
49,2022-11-01,2022-11-01,2023-02-16,QR-0049.png,TS-0049.pdf,0
50,2022-11-01,2022-11-01,2023-07-25,QR-0050.png,TS-0050.pdf,0
51,2022-11-01,2022-11-01,2023-07-25,QR-0051.png,TS-0051.pdf,0
52,2022-11-01,2023-07-14,2023-10-09,QR-0052.png,TS-0052.pdf,0
53,2022-11-01,2023-07-07,2023-10-03,QR-0053.png,TS-0053.pdf,0
54,2022-11-01,2022-11-01,2023-07-25,QR-0054.png,TS-0054.pdf,0
55,2022-11-01,2022-11-01,2023-07-25,QR-0055.png,TS-0055.pdf,0
56,2022-11-01,2022-11-01,2023-05-23,QR-0056.png,TS-0056.pdf,0
57,2022-11-01,2022-11-01,2023-07-19,QR-0057.png,TS-0057.pdf,0
58,2022-11-01,2023-08-10,2023-11-10,QR-0058.png,TS-0058.pdf,0
59,2022-11-01,2023-07-07,2023-10-05,QR-0059.png,TS-0059.pdf,0
60,2022-11-01,2022-05-14,2023-08-14,QR-0060.png,TS-0060.pdf,0
61,2022-11-01,2022-11-01,2023-07-26,QR-0061.png,TS-0061.pdf,0
